YearStart,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValue
2018,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,18986
2012,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,15825
2015,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,41656
2010,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,23231
2012,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,4534
2010,ME,Maine,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,3471
2015,US,United States,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),140323
2013,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,1640
2010,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,3397
2012,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,34834
2015,CA,California,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,84345
2014,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,17107
2013,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,10828
2012,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,11828
2010,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,23792
2012,CA,California,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,59371
2013,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,9604
2013,MT,Montana,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,2675
2015,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,4837
2011,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,18723
2014,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,9834
2014,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,2916
2010,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1776
2015,FL,Florida,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,61182
2012,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,9148
2014,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6615
2016,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,13403
2015,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,1739
2017,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,9775
2015,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,3244
2013,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1861
2013,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7090
2018,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,8171
2013,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,12023
2014,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,19891
2017,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,15693
2018,CA,California,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,62547
2010,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,2343
2014,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,2313
2018,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,3027
2018,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11340
2017,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,25777
2010,IN,Indiana,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,17796
2014,WA,Washington,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,14602
2018,WI,Wisconsin,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,15753
2018,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,1681
2013,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,19273
2010,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6880
2014,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,10013
2015,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2605
2010,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,2936
2011,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,21060
2012,ME,Maine,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2623
2018,WY,Wyoming,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,1364
2015,NY,New York,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,54735
2013,US,United States,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,800937
2016,IN,Indiana,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,18408
2012,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11023
2011,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11942
2011,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,4498
2011,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,41450
2015,UT,Utah,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,4784
2012,IL,Illinois,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,24667
2013,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,15560
2013,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,2937
2018,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7370
2017,FL,Florida,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,46440
2015,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,13663
2013,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,6775
2014,IN,Indiana,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,18204
2018,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,13281
2018,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,19216
2015,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,3543
2016,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7051
2013,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6456
2011,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,9905
2014,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7581
2016,IL,Illinois,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,25013
2013,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,35253
2016,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6937
2014,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,8981
2011,TX,Texas,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,50345
2016,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from total cardiovascular diseases,2643
2018,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,14893
2017,CA,California,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,38211
2015,MT,Montana,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2104
2011,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,17003
2014,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1311
2014,MT,Montana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1106
2010,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1439
2011,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,13272
2017,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5145
2014,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,815
2016,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7865
2012,UT,Utah,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3091
2013,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5370
2013,WY,Wyoming,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,939
2017,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1271
2010,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3688
2012,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1185
2014,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,9868
2016,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,18597
2012,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6726
2010,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1395
2014,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,30213
2018,WA,Washington,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11655
2012,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,26426
2015,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5128
2010,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,33281
2015,ME,Maine,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1621
2017,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6942
2015,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,2281
2012,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6962
2011,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,2557
2018,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7902
2017,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,44092
2011,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5734
2014,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3315
2010,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,924
2012,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5303
2012,FL,Florida,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,28195
2012,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7294
2018,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1577
2011,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,11783
2018,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2786
2016,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,27410
2014,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1381
2017,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,465
2014,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,454
2015,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3253
2018,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,16417
2012,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,17348
2018,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1528
2016,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,14972
2013,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7714
2015,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5242
2018,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1432
2013,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,16273
2013,WV,West Virginia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,4666
2011,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3960
2017,WY,Wyoming,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1001
2015,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,18474
2011,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3333
2011,WA,Washington,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,10439
2011,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,430
2017,DC,District of Columbia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,704
2015,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,8438
2017,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7763
2015,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,16168
2018,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,30407
2016,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6416
2010,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1616
2017,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,8230
2016,UT,Utah,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3636
2014,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3296
2010,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,2232
2014,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2341
2010,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,23326
2011,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,13810
2011,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7037
2013,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,9721
2018,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1796
2013,CA,California,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,39580
2015,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10879
2014,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2464
2015,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6585
2012,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,13386
2015,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3938
2016,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7791
2017,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1332
2016,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,25304
2010,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3355
2017,WV,West Virginia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,4849
2016,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,44076
2018,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,8408
2013,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3762
2011,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6909
2017,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,8178
2015,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3442
2016,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1727
2012,IL,Illinois,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,14709
2016,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,2513
2014,US,United States,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,614348
2015,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,15730
2011,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,16761
2012,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7496
2018,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4935
2010,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1172
2010,MT,Montana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1039
2016,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5037
2018,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,10634
2017,TX,Texas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,45346
2013,ME,Maine,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1655
2011,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,14235
2017,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1627
2012,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1695
2010,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3587
2016,ME,Maine,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1555
2010,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2322
2015,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7409
2011,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,44501
2013,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1225
2015,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,14946
2012,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,18340
2011,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4647
2012,IN,Indiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,8195
2010,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,386
2014,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1425
2012,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7480
2013,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10792
2018,FL,Florida,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,29510
2017,IL,Illinois,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,12914
2015,WA,Washington,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11025
2013,TX,Texas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,40203
2013,AK,Alaska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,385
2017,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6134
2018,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3169
2013,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5342
2013,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7662
2011,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,15697
2017,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3782
2018,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1506
2018,UT,Utah,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3749
2017,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,15403
2017,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,32312
2015,UT,Utah,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3598
2015,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4403
2013,MT,Montana,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2004
2012,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,15594
2013,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1396
2010,TX,Texas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,38253
2011,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,26298
2010,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2290
2017,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3561
2018,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,2659
2016,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1476
2011,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7240
2012,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3640
2013,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,11474
2012,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,8857
2017,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3896
2011,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1484
2016,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5905
2016,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2631
2017,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6640
2017,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,25187
2013,US,United States,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,611105
2012,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10622
2018,ME,Maine,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1595
2017,MT,Montana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1192
2016,DE,Delaware,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1225
2013,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2434
2011,IL,Illinois,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,14969
2018,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6533
2014,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3634
2015,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,18647
2010,AL,Alabama,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5557
2011,WY,Wyoming,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,926
2017,NY,New York,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,30029
2010,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,17154
2017,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,18808
2014,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6596
2011,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1187
2018,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,12036
2018,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3648
2014,ID,Idaho,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1450
2014,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1704
2013,WI,Wisconsin,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11362
2015,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,14808
2013,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1757
2012,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1668
2014,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,15745
2015,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7792
2010,MT,Montana,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1849
2011,CT,Connecticut,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4057
2010,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7542
2017,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10227
2013,AR,Arkansas,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4356
2010,GA,Georgia,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7507
2015,NY,New York,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,44450
2015,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,5285
2012,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,30952
2018,WY,Wyoming,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1054
2013,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,3425
2011,IN,Indiana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,8201
2012,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,6193
2017,CO,Colorado,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,3636
2017,ME,Maine,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1500
2010,FL,Florida,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,28734
2014,ME,Maine,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1579
2016,TX,Texas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,43772
2017,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10605
2011,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,2241
2018,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,4299
2014,MT,Montana,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1957
2012,TX,Texas,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,39061
2018,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,2411
2011,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,18330
2016,WI,Wisconsin,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,11526
2017,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,10418
2012,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1368
2018,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,14600
2018,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,6393
2015,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,7844
2016,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7823
2013,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,9648
2012,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,880
2014,HI,Hawaii,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1278
2012,WY,Wyoming,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1005
2013,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,18677
2014,FL,Florida,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,28665
2018,MT,Montana,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1328
2018,AZ,Arizona,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,7567
2013,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,24156
2012,NE,Nebraska,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,1715
2015,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,1711
2016,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,10585
